time,price
1595808000,1.6749999523162842
1595811600,1.8025000095367432
1595815200,1.899999976158142
1595818800,1.7200000286102295
1595822400,1.722499966621399
1595826000,1.7999999523162842
1595829600,1.8550000190734863
1595833200,1.809999942779541
1595836800,1.8300000429153442
1595840400,1.8174999952316284
1595844000,1.899999976158142
1595847600,1.9375
1595851200,1.9175000190734863
1595854800,1.997499942779541
1595858400,1.872499942779541
1595862000,1.659999966621399
1595865600,1.815000057220459
1595869200,1.815000057220459
1595872800,1.8524999618530273
1595876400,1.8424999713897705
1595880000,1.7699999809265137
1595883600,1.7699999809265137
1595887200,1.8300000429153442
1595890800,1.7599999904632568
1595894400,1.7999999523162842
1595898000,1.75
1595901600,1.7100000381469727
1595905200,1.6200000047683716
1595908800,1.7050000429153442
1595912400,1.8125
1595916000,1.8049999475479126
1595919600,1.7300000190734863
1595923200,1.6875
1595926800,1.7100000381469727
1595930400,1.715000033378601
1595934000,1.8324999809265137
1595937600,1.7799999713897705
1595941200,1.7799999713897705
1595944800,1.7549999952316284
1595948400,1.7024999856948853
1595952000,1.6950000524520874
1595955600,1.7699999809265137
1595959200,1.787500023841858
1595962800,1.8025000095367432
1595966400,1.8650000095367432
1595970000,1.8300000429153442
1595973600,1.784999966621399
1595977200,1.7899999618530273
1595980800,1.8025000095367432
1595984400,1.8300000429153442
1595988000,1.8849999904632568
1595991600,2.077500104904175
1595995200,1.8825000524520874
1595998800,1.8899999856948853
1596002400,1.7725000381469727
1596006000,1.7450000047683716
1596009600,1.684999942779541
1596013200,1.7450000047683716
1596016800,1.752500057220459
1596020400,1.7424999475479126
1596024000,1.6974999904632568
1596027600,1.7174999713897705
1596031200,1.712499976158142
1596034800,1.7100000381469727
1596038400,1.6924999952316284
1596042000,1.6875
1596045600,1.6675000190734863
1596049200,1.6775000095367432
1596052800,1.6950000524520874
1596056400,1.6825000047683716
1596060000,1.6725000143051147
1596063600,1.6074999570846558
1596067200,1.659999966621399
1596070800,1.6699999570846558
1596074400,1.6449999809265137
1596078000,1.6375000476837158
1596081600,1.6575000286102295
1596085200,1.662500023841858
1596088800,1.659999966621399
1596092400,1.6675000190734863
1596096000,1.7374999523162842
1596099600,1.7200000286102295
1596103200,1.7999999523162842
1596106800,1.7649999856948853
1596110400,1.7424999475479126
1596114000,1.7300000190734863
1596117600,1.6875
1596121200,1.6799999475479126
1596124800,1.6799999475479126
1596128400,1.6775000095367432
1596132000,1.6875
1596135600,1.6924999952316284
1596139200,1.684999942779541
1596142800,1.6775000095367432
1596146400,1.6950000524520874
1596150000,1.6950000524520874
1596153600,1.6950000524520874
1596157200,1.6425000429153442
1596160800,1.6725000143051147
1596164400,1.6475000381469727
1596168000,1.649999976158142
1596171600,1.649999976158142
1596175200,1.6725000143051147
1596178800,1.662500023841858
1596182400,1.6375000476837158
1596186000,1.6200000047683716
1596193200,1.6649999618530273
1596196800,1.6649999618530273
1596200400,1.6399999856948853
1596204000,1.6325000524520874
1596207600,1.6299999952316284
1596211200,1.6174999475479126
1596214800,1.6200000047683716
1596218400,1.559999942779541
1596222000,1.6100000143051147
1596225600,1.587499976158142
1596229200,1.5924999713897705
1596232800,1.5425000190734863
1596236400,1.524999976158142
1596240000,1.524999976158142
1596243600,1.5724999904632568
1596247200,1.6174999475479126
1596250800,1.597499966621399
1596254400,1.6050000190734863
1596258000,1.600000023841858
