time,price
1568494800,188.77999877929688
1568606400,194.05999755859375
1568613600,193.4600067138672
1568635200,191.02999877929688
1568642400,189.9499969482422
1568646000,190.00999450683594
1568649600,191.27000427246094
1568664000,197.97999572753906
1568667600,197.89999389648438
1568678400,198.1699981689453
1568682000,197.9600067138672
1568696400,197.14999389648438
1568703600,198.1699981689453
1568710800,196.82000732421875
1568714400,198.0500030517578
1568718000,198.08999633789062
1568721600,198.92999267578125
1568725200,200.89999389648438
1568728800,200.99000549316406
1568743200,209.00999450683594
1568761200,211.74000549316406
1568764800,209.25
1568772000,212.27999877929688
1568793600,215.1999969482422
1568797200,212.9499969482422
1568800800,214.35000610351562
1568808000,212.60000610351562
1568815200,214.19000244140625
1568818800,213.0399932861328
1568829600,212.8699951171875
1568836800,210.80999755859375
1568847600,211.13999938964844
1568854800,207.9199981689453
1568858400,207
1568862000,206.30999755859375
1568869200,204.1199951171875
1568876400,206.00999450683594
1568880000,205.25999450683594
1568894400,208.16000366210938
1568905200,211
1568908800,211.19000244140625
1568919600,220.92999267578125
1568923200,220.75999450683594
1568934000,221.3000030517578
1568937600,219.52000427246094
1568941200,218.25
1568944800,217.5500030517578
1568948400,219.10000610351562
1568973600,216.5800018310547
1568980800,218.2100067138672
1568984400,218.50999450683594
1568991600,215.8000030517578
1568995200,215.72999572753906
1569002400,216.0399932861328
1569016800,214.8300018310547
1569031200,219.77999877929688
1569049200,217.11000061035156
1569063600,215.2100067138672
1569085200,215.63999938964844
1569103200,214.6300048828125
1569110400,213.42999267578125
1569114000,212.16000366210938
1569139200,211.66000366210938
1569142800,210.97999572753906
1569146400,211.77000427246094
1569157200,210.4499969482422
1569160800,210
1569193200,210.50999450683594
1569200400,208.6999969482422
1569204000,208.77999877929688
1569207600,207.8800048828125
1569214800,208.3300018310547
1569218400,208.00999450683594
1569247200,206.83999633789062
1569250800,209.44000244140625
1569254400,209.08999633789062
1569265200,206.82000732421875
1569272400,202.9199981689453
1569279600,200.6199951171875
1569283200,200.75
1569286800,202.14999389648438
1569290400,202
1569312000,195.24000549316406
1569322800,197.27000427246094
1569330000,195.5800018310547
1569333600,194.3300018310547
1569337200,190
1569344400,189.24000549316406
1569348000,186.1999969482422
1569351600,163.1999969482422
1569355200,168.6300048828125
1569358800,164.07000732421875
1569362400,168.0500030517578
1569366000,168.77000427246094
1569369600,169.00999450683594
1569387600,168.69000244140625
1569394800,168.0800018310547
1569398400,163.67999267578125
1569402000,165.55999755859375
1569412800,165.9499969482422
1569416400,166.60000610351562
1569427200,166.64999389648438
1569438000,167.57000732421875
1569441600,168.4600067138672
1569481200,169.5500030517578
1569495600,169.72999572753906
1569506400,164.22000122070312
1569513600,160.25999450683594
1569524400,164.52999877929688
1569542400,166.22000122070312
1569567600,166.07000732421875
1569571200,166.80999755859375
1569582000,164.83999633789062
1569596400,164.9600067138672
1569600000,168.07000732421875
1569603600,166.3800048828125
1569607200,167.4499969482422
1569621600,173.7899932861328
1569625200,172.3800048828125
1569628800,175
1569646800,174.77000427246094
1569668400,174.1999969482422
1569672000,172.0500030517578
1569682800,168.72000122070312
1569686400,173.02999877929688
1569690000,172.5399932861328
1569747600,170.50999450683594
1569754800,169.5
1569758400,166.35000610351562
1569762000,166.02999877929688
1569769200,166.36000061035156
1569772800,169.4499969482422
1569790800,169.32000732421875
1569812400,167.85000610351562
1569819600,166.91000366210938
1569834000,170.19000244140625
1569844800,173.35000610351562
1569848400,172.67999267578125
1569855600,178.6300048828125
1569859200,179.85000610351562
1569880800,178.02999877929688
1569884400,177.99000549316406
1569891600,180.0800018310547
1569906000,182.55999755859375
1569916800,180.25999450683594
1569920400,178.6199951171875
1569924000,180.33999633789062
1569934800,178.4600067138672
1569938400,179.36000061035156
1569949200,175.66000366210938
1569967200,176.5800018310547
1569970800,177.38999938964844
1569985200,175.85000610351562
1569988800,175.7899932861328
1569992400,174.82000732421875
1570003200,176.7100067138672
1570021200,177.22000122070312
1570032000,177.1300048828125
1570039200,176.2100067138672
1570057200,181.47999572753906
1570064400,179.86000061035156
1570075200,179.64999389648438
1570096800,177.44000244140625
1570111200,145
1570118400,172.8000030517578
1570143600,175.5800018310547
1570150800,173.52999877929688
1570168800,173.27999877929688
1570179600,172.97000122070312
1570186800,174.3699951171875
1570190400,175.33999633789062
1570194000,174.5500030517578
1570208400,177.92999267578125
1570240800,175.13999938964844
1570244400,175.99000549316406
1570248000,176.44000244140625
1570251600,176.1300048828125
1570258800,175.80999755859375
1570262400,174.82000732421875
1570266000,175.0500030517578
1570269600,173.89999389648438
1570273200,174.42999267578125
1570276800,173.35000610351562
1570280400,172.55999755859375
1570287600,175.39999389648438
1570305600,174.97000122070312
1570309200,174.91000366210938
1570341600,174.08999633789062
1570352400,173.4600067138672
1570374000,173.7100067138672
1570377600,173.24000549316406
1570388400,169.35000610351562
1570392000,171.08999633789062
1570402800,168.72999572753906
1570406400,170.14999389648438
1570420800,171.5500030517578
1570431600,171.19000244140625
1570435200,172.72000122070312
1570438800,172.74000549316406
1570442400,175.0800018310547
1570460400,177.64999389648438
1570464000,181.3300018310547
1570482000,179.24000549316406
